rocauc,<settings_file>,show,<labeled_tweets>,--no-TA,--count,--clf,--reduce-func,<track_file>,--begin-line,mood,--k-features,-m,label,-u,<input_dir>,list_friends,-p,tweets,<input_tweets>,--stopwords,--n-folds,--clf-options,--features-func,users,benchmark,--no-rt,--binary,--top-features,--liwc,--n-examples,<output_dir>,<user_ids_file>,collect_tweets,--min-df,filter,collect,--emoticons,--each,--no-DD,--no-AH,--help,<output_tweets>
0.64777554795084757,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,240,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.64551916658749564,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,720,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.64369010334845855,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,320,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.64547525170028275,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,400,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.64481413326536619,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,480,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.63037200707024377,,False,/data/1/sporty/nort/3K_labeled,False,3200,decision-tree,,[],0,True,560,False,False,False,,False,False,False,,,10,,,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.65409148182946242,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,800,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.66374491781503764,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,640,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.72048514269860187,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,80,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.73902569125017115,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,160,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.70490842406739918,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,240,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.65995788976295933,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,720,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.70278270454499958,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,320,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.68727153018722109,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,400,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.69101435682989631,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,480,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
0.6820746918508318,,False,/data/1/sporty/nort/3K_labeled,False,3200,svm,,[],0,True,560,False,False,False,,False,False,False,,,10,"{""kernel"":""linear"",""class_weight"":""auto""}",,False,True,False,False,True,../inputs/liwc.dic,30,,,False,3,False,False,,False,False,False,False,
